CHLDID07,CHLDSN07,DEMREL07,RELPCG07,RELOCG07,SIBIND07,CH07PRWT,CH07WT,PCGRES07,OCGRES07,ASMRES07,CHRES07,TDRES07,CCDRES07,IWER07,SBLNUM07,BIOPR07,BIOGPR07,PCGID07,PCGSN07,PHHREL07,Q32J1,Q32J2,Q32J3,Q32J4A,Q32J4B,Q32J4C,Q32J4D,Q32J5,Q32J6A_P,Q32J6B_P,Q32J6C_P,Q32J6D_P,Q32J6E_P,Q32J6G_P,Q32J6H_P,Q32J6I_P,Q32J6J_P,Q32J6A_S,Q32J6B_S,Q32J6C_S,Q32J6D_S,Q32J6E_S,Q32J6G_S,Q32J6H_S,Q32J6I_S,Q32J6J_S,Q32J6B_C,Q32J6D_C,Q32J6E_C,Q32J6G_C,Q32J6H_C,Q32J6I_C,Q32J6B_D,Q32J6D_D,Q32J6E_D,Q32J6G_D,Q32J6H_D,Q32J6I_D,Q32J7,Q32J8,Q32J9A,Q32J9B,Q32J9C,Q32J9D,Q32J9E,Q32J9F,Q32J9G,Q32J9H,Q32J9I,Q32J9J,Q32J10A,Q32J10B,Q32J10C,Q32J10D,Q32J11A,Q32J11B,Q32J11C,Q32J11D,Q32J11E,Q32J11F,Q32J11G,Q32J11H,Q32J11I,Q32J11J,Q32J11K,Q32J11L,Q32J11N,Q32J12A,Q32J12B,Q32J12C,Q32J12D,Q32J13,Q32J14,Q32J14A,Q32J15A,Q32J15B,Q32J15C,Q32J15D,Q32J16A,Q32J16B,Q32J16D,Q32J17A,Q32J17B,Q32J17C,Q32J17D,Q32J17E,Q32J17F,Q32J17G,Q32J17H,Q32J17I,Q32J17J,Q32J17K,Q32J17L,Q32J17M,Q32J17N,Q32J17O,Q32J17P,Q32J17Q,Q32J17R,Q32J17S,Q32J18A,Q32J18B,Q32J18C,Q32J18D,Q32J18E,Q32J18F,Q32J18G,Q32J18G1,Q32J18H,Q32J20A,Q32J20B,Q32J20C,Q32J20D,Q32J20E,Q32J21A,Q32J21B,Q32J21C,Q32J22A,Q32J22B,Q32J22C,Q32J22D,Q32J22E,Q32J23A,Q32J23B1,Q32J23B2,Q32J23B3,Q32J23C,Q32J23D1,Q32J23D2,Q32J23D3,Q32J23E,Q32J23F1,Q32J23F2,Q32J23F3,Q32J24,Q32J25A,Q32J25B,Q32J25C,Q32J25D,Q32J25E,Q32J25F,Q32J25G,Q32J25H,Q32J25I,Q32J25J,Q32J25K,Q32J25L,Q32J25M,Q32J25N,Q32J25O,Q32J26A,Q32J26B,Q32J26C,Q32J50,Q32J51A,Q32J51B,Q32J51C,Q32J51D,Q32J51E,Q32J51F,Q32J51G,Q32J51H,Q32J51I,Q32J51J,Q32J51K,Q32J51L,Q32J52MO,Q32J52YR,Q32J53,Q32J54A,Q32J54B,Q32J54C,Q32J54D,Q32J54E,Q32J54F,Q32J54G,Q32J54H,Q32J54I,Q32J54J,Q32J54K,Q32J54L,Q32J55MO,Q32J55YR,Q32JA33,Q32JA34,Q32J27,Q32J27A,Q32J28,Q32J28A,Q32J28A1,Q32J28A2,Q32J28A3,Q32J28B,Q32J29A1,Q32J29A2,Q32J29A3,Q32J29,Q32J30,Q32J31,Q32J32,Q32J32A,Q32J32B,Q32J32C,Q32J32D,Q32J33,Q32J34,Q32J35,Q32J36A,Q32J36B,Q32J36C,Q32J36D,Q32J37A,Q32J37B,Q32J37C,Q32J37D,Q32J37E,Q32J37F,Q32J38,Q32J39,Q32J40,Q32J41,Q32J41A,Q32J41B,Q32J42,Q32J43,Q32J44,Q32J45,Q32J46,Q32J47,Q32J48,Q32J49A,Q32J49B,Q32J49C,Q32J49D,Q32J49E,Q32J49F,Q32K27,Q32K28,Q32K29,Q32K30,Q32K31,Q32K32,Q32K33,Q32K34,Q32K35,Q32K36,Q32K37,Q32K38,Q32K39,Q32K40,Q32CDSHID,Q32CDSHPIN,GENID07,GENSN07,ER30001,ER30002
7384,3,2,1,0,5,3.569,3.615,1,0,1,1,1,1,3036,0,2,2,7384,2,2,2,1,1,3,4,2,4,2,1,6,1,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,4,7,7,7,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,2,1,1,1,1,3,3,1,3,1,4,1,3,1,1,1,1,3,4,1,2,3,5,0,4,1,1,3,1,5,1,3,2,2,2,3,3,2,3,2,3,2,3,4,3,3,2,4,2,3,3,1,3,1,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,3,1,5,1,1,0,0,0,0,0,1,1,1,5,0,0,0,5,0,1,2,2,2,2,2,2,1,1,3,3,2,5,5,5,0.0,0,1,1,40,5,1,0,20,0,0,4,6,6,6,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1145,1,7384,3,6358,41
3146,2,2,1,0,5,6.8340001,6.4260001,1,0,1,1,1,0,3048,0,2,2,3146,1,2,2,1,2,4,4,3,4,2,4,2,2,1,5,4,1,1,1,0,0,0,0,0,0,0,0,0,2,7,7,5,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,3,3,1,1,1,1,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,3,3,5,4,2,1,1,7,4,2,2,2,1,1,1,4,2,2,1,4,4,2,3,2,3,2,3,4,4,4,2,3,2,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400.0,600,1,6,5,1,1,5,5,0,0,0,0,5,1,3,3,5,0,0,0,6,0,1,2,2,3,3,3,2,1,1,2,2,2,5,3,5,0.0,0,1,2,45,5,1,0,30,0,0,7,6,5,5,1,2,1,4,1,1,1,2,1,1,1,1,1,1,475,1,3146,2,6361,30
4685,4,2,1,4,1,12.217,11.658,1,1,1,1,1,1,3048,2,1,2,4685,2,2,4,1,2,4,4,3,4,1,1,2,1,3,6,7,1,2,1,1,2,1,1,1,6,1,1,1,4,5,5,7,3,1,2,5,5,5,3,1,3,3,4,4,1,4,1,4,3,1,1,1,3,1,2,1,3,3,3,1,3,1,3,3,3,3,3,1,3,3,4,5,2,5,1,7,5,3,2,2,1,1,1,4,1,1,1,3,4,1,3,1,3,2,3,3,3,3,1,3,2,3,2,1,1,1,1,1,0,0,0,3,3,2,1,1,4,4,3,3,1,2,4,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1000.0,5000,1,10,7,1,1,1,1,1,1,5,5,7,1,1,1,5,0,5,0,5,4,1,3,3,3,2,3,1,1,1,3,1,5,5,3,5,0.0,0,1,1,25,5,2,7,15,2,7,2,6,7,7,1,1,1,5,1,1,1,4,1,1,1,1,1,1,735,1,4685,4,6361,33
4685,5,2,1,4,1,12.192,11.832,1,1,1,1,1,1,3048,2,1,2,4685,2,2,4,1,2,4,4,3,4,1,1,2,1,3,6,7,1,2,1,1,2,1,1,1,6,1,1,1,4,5,5,7,3,1,2,5,5,5,3,1,3,3,4,4,1,4,1,4,3,1,1,1,3,1,2,1,3,3,3,1,3,1,3,3,3,3,3,1,3,3,4,5,2,5,1,7,5,3,2,2,1,1,1,4,1,1,1,3,4,1,3,1,3,2,3,3,3,3,1,3,2,3,2,1,1,1,1,1,0,0,0,3,3,2,1,1,4,4,3,3,1,2,4,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1000.0,5000,1,10,7,1,1,1,1,1,1,5,5,7,1,1,1,5,0,5,0,5,4,1,3,3,3,2,3,1,1,1,3,1,5,5,3,5,0.0,0,1,1,25,5,2,7,15,2,7,2,6,7,7,1,1,1,5,1,1,1,4,1,1,1,1,1,1,735,1,4685,5,6361,34
5736,2,2,1,0,1,2.3239999,2.368,1,0,1,1,1,1,3005,1,2,2,5736,1,2,4,3,2,3,3,3,4,2,1,5,1,1,1,7,1,1,1,0,0,0,0,0,0,0,0,0,5,5,1,7,5,1,5,1,1,7,7,1,3,3,4,4,1,4,1,4,4,1,1,1,3,1,1,1,1,1,4,1,1,1,4,1,2,1,4,1,1,5,3,4,1,0,5,0,5,1,3,3,5,1,1,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,1,1,3,3,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,1,1,5,5,5,5,5,5,5,0,0,1,5,5,5,1,1,5,5,5,5,5,5,5,0,0,450.0,60,1,98,5,1,5,1,5,1,5,1,5,0,2,2,2,5,0,5,0,6,6,5,3,1,3,1,3,3,1,1,3,1,3,5,5,5,0.0,0,1,1,50,5,1,0,7,0,0,5,5,5,5,1,3,2,3,1,1,1,2,2,1,1,2,1,1,908,1,5736,2,6365,51
5736,3,2,1,0,1,2.2409999,2.233,1,0,1,1,1,1,3005,1,2,2,5736,1,2,4,3,2,3,3,3,4,2,1,5,1,1,1,7,1,1,1,0,0,0,0,0,0,0,0,0,5,5,1,7,5,1,5,1,1,7,7,1,3,3,4,4,1,4,1,4,4,1,1,1,3,1,1,1,1,1,4,1,1,1,4,1,2,1,4,1,1,5,3,4,1,0,5,0,5,1,3,3,5,1,1,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,1,1,3,3,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,1,1,5,5,5,5,5,5,5,0,0,1,5,5,5,1,1,5,5,5,5,5,5,5,0,0,450.0,60,1,98,5,1,5,1,5,1,5,1,5,0,2,2,2,5,0,5,0,6,6,5,3,1,3,1,3,3,1,1,3,1,3,5,5,5,0.0,0,1,1,50,5,1,0,7,0,0,5,5,5,5,1,3,2,3,1,1,1,2,2,1,1,2,1,1,908,1,5736,3,6365,53
7631,2,2,1,0,1,4.9250002,5.3299999,1,0,1,1,1,1,3017,1,2,2,7631,1,2,2,4,1,4,4,3,4,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1,6,6,6,6,6,1,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,4,1,3,1,3,4,5,0,5,0,1,1,1,1,1,5,5,4,4,1,1,4,4,1,4,1,4,4,4,4,4,4,1,1,1,4,1,1,1,3,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0.0,0,1,8,4,1,1,1,1,6,0,0,0,3,4,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,0.0,0,1,1,15,5,1,0,10,0,0,7,7,7,7,1,3,3,3,1,1,3,3,5,1,2,4,1,1,1176,1,7631,2,6366,31
7631,3,2,1,0,1,4.809,5.1570001,1,0,1,1,1,1,3001,1,2,2,7631,1,2,2,4,1,4,4,3,4,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1,6,6,6,6,6,1,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,4,1,3,1,3,4,5,0,5,0,1,1,1,1,1,5,5,4,4,1,1,4,4,1,4,1,4,4,4,4,4,4,1,1,1,4,1,1,1,3,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0.0,0,1,8,4,1,1,1,1,6,0,0,0,3,4,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,0.0,0,1,1,15,5,1,0,10,0,0,7,7,7,7,1,3,3,3,1,1,3,3,5,1,2,4,1,1,1176,1,7631,3,6366,32
4207,2,2,1,0,1,4.1469998,4.487,1,0,1,1,1,1,3028,2,2,2,4207,1,2,2,2,1,4,4,3,4,2,4,4,3,1,4,5,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,5,5,1,5,6,6,5,7,1,3,3,3,4,1,4,1,4,3,1,2,1,2,2,2,2,3,3,2,1,3,1,2,1,1,3,3,1,1,3,4,1,5,0,5,0,5,3,3,3,1,1,1,3,2,2,2,3,3,2,3,2,2,2,3,3,3,3,2,3,2,3,1,1,1,4,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,0,600,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,0.0,300,1,6,2,5,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,4,4,1,1,3,3,3,1,1,1,3,5,3,5,0.0,0,1,1,35,5,1,0,25,0,0,4,7,4,7,1,3,3,3,1,1,3,5,3,1,2,3,1,1,650,1,4207,2,6370,37
4207,3,2,1,0,1,4.0929999,4.3920002,1,0,1,1,1,1,3028,2,2,2,4207,1,2,2,2,1,4,4,3,4,2,4,4,3,1,4,5,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,5,5,1,5,6,6,5,7,1,3,3,3,4,1,4,1,4,3,1,2,1,2,2,2,2,3,3,2,1,3,1,2,1,1,3,3,1,1,3,4,1,5,0,5,0,5,3,3,3,1,1,1,3,2,2,2,3,3,2,3,2,2,2,3,3,3,3,2,3,2,3,1,1,1,4,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,0,600,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,0.0,300,1,6,2,5,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,4,4,1,1,3,3,3,1,1,1,3,5,3,5,0.0,0,1,1,35,5,1,0,25,0,0,4,7,4,7,1,3,3,3,1,1,3,5,3,1,2,3,1,1,650,1,4207,3,6370,39
3070,3,2,4,1,5,2.7780001,2.9489999,1,1,1,1,1,0,3028,1,1,2,3070,1,2,4,2,1,4,4,4,4,2,1,7,2,6,7,7,5,1,1,1,7,2,6,7,7,1,1,1,7,7,7,7,1,1,0,0,0,0,0,0,3,3,4,4,1,3,1,4,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,3,2,3,1,5,3,4,2,5,0,2,1,3,1,5,1,5,4,3,3,2,2,2,2,3,3,2,3,4,3,3,3,2,4,2,3,2,1,1,3,1,1,3,0,4,2,3,1,1,1,3,5,2,1,1,3,2,4,5,0,0,0,5,0,0,0,5,0,0,0,3,5,5,5,1,1,5,1,5,1,5,5,5,5,5,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,99,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,1,4,2,1,5,1,1,0,0,0,0,0,2,1,0,5,0,0,0,2,0,1,4,4,4,1,3,1,1,1,1,1,2,5,3,5,0.0,0,1,2,70,5,1,0,10,6,6,1,1,2,2,1,2,2,5,5,1,4,2,2,1,1,2,5,5,459,1,3070,3,6370,40
3208,2,2,1,0,1,3.451,3.645,1,0,1,1,1,1,3028,1,2,2,3208,1,2,4,3,1,4,4,3,4,2,2,6,7,2,5,7,2,1,4,0,0,0,0,0,0,0,0,0,5,1,7,5,3,1,5,7,7,7,6,1,3,3,3,4,1,4,1,4,3,1,1,1,3,1,1,1,1,3,3,1,3,1,1,1,3,1,1,1,3,1,4,5,3,0,5,0,5,1,3,3,5,1,5,1,1,1,2,4,4,2,1,1,3,3,1,3,3,3,1,3,1,3,2,1,3,3,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,200.0,86,1,6,4,1,1,1,5,1,1,1,1,4,1,1,1,5,0,5,0,4,4,1,4,4,4,4,4,3,4,3,2,2,2,5,1,5,0.0,0,1,1,42,5,1,0,40,0,0,6,5,4,4,1,3,3,3,5,1,3,4,2,1,2,3,5,5,486,1,3208,2,6370,38
3208,3,2,1,0,1,3.4059999,3.615,1,0,1,1,1,1,3028,1,2,2,3208,1,2,4,3,1,4,4,3,4,2,2,6,7,2,5,7,2,1,4,0,0,0,0,0,0,0,0,0,5,1,7,5,3,1,5,7,7,7,6,1,3,3,3,4,1,4,1,4,3,1,1,1,3,1,1,1,1,3,3,1,3,1,1,1,3,1,1,1,3,1,4,5,3,0,5,0,5,1,3,3,5,1,5,1,1,1,2,4,4,2,1,1,3,3,1,3,3,3,1,3,1,3,2,1,3,3,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,200.0,86,1,6,4,1,1,1,5,1,1,1,1,4,1,1,1,5,0,5,0,4,4,1,4,4,4,4,4,3,4,3,2,2,2,5,1,5,0.0,0,1,1,42,5,1,0,40,0,0,6,5,4,4,1,3,3,3,5,1,3,4,2,1,2,3,5,5,486,1,3208,3,6370,42
4141,2,2,1,0,5,3.9219999,4.1690001,1,0,1,1,1,1,3028,1,2,2,4141,1,2,1,2,2,1,1,3,3,2,1,2,2,1,5,5,4,1,1,0,0,0,0,0,0,0,0,0,3,1,2,5,1,2,0,0,0,0,0,0,2,2,3,4,2,3,2,3,3,4,4,2,3,2,2,4,1,3,3,3,1,1,4,1,1,3,3,1,3,1,3,4,5,0,5,0,3,1,4,3,1,5,5,4,3,3,2,3,4,2,3,2,2,3,3,4,4,4,2,2,2,3,2,3,4,4,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,3,5,1,5,1,1,5,1,5,5,5,5,5,1,1,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,4,2,1,1,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,4,2,1,1,1,2,2,2,5,0.0,0,5,0,0,0,0,0,0,0,0,4,5,4,4,1,3,3,3,1,1,1,5,3,1,2,3,5,5,637,1,4141,2,6370,41
551,2,2,1,7,1,2.8210001,2.8469999,1,1,1,1,1,1,3018,1,2,2,551,1,2,4,2,2,3,3,3,3,2,1,5,2,6,1,5,1,1,1,3,7,1,1,1,7,1,1,3,5,3,2,7,1,1,3,7,7,2,1,1,2,3,3,3,1,3,1,3,2,3,3,2,3,3,3,2,3,3,2,3,3,3,4,3,1,3,1,1,1,3,1,4,5,3,5,0,4,2,3,5,5,1,1,4,2,2,1,3,3,2,3,2,3,3,4,4,4,4,2,3,2,3,2,1,2,2,1,1,0,0,0,4,4,1,1,1,3,3,3,4,2,3,4,1,5,0,0,0,5,0,0,0,1,1,5,5,3,5,1,1,1,1,5,1,5,1,5,5,5,1,1,5,0,0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,0.0,0,1,12,5,5,0,0,0,1,5,5,1,2,3,1,1,5,0,5,0,5,4,5,3,3,4,3,3,3,1,3,3,1,3,5,5,5,0.0,0,5,0,0,0,0,0,0,5,2,4,4,4,4,1,1,4,4,1,1,4,2,1,1,1,2,1,1,65,1,551,2,6396,30
551,3,2,1,7,1,2.7980001,2.8510001,1,1,1,1,1,1,3018,1,2,2,551,1,2,4,2,2,3,3,3,3,2,1,5,2,6,1,5,1,1,1,3,7,1,1,1,7,1,1,3,5,3,2,7,1,1,3,7,7,2,1,1,2,3,3,3,1,3,1,3,2,3,3,2,3,3,3,2,3,3,2,3,3,3,4,3,1,3,1,1,1,3,1,4,5,3,5,0,4,2,3,5,5,1,1,4,2,2,1,3,3,2,3,2,3,3,4,4,4,4,2,3,2,3,2,1,2,2,1,1,0,0,0,4,4,1,1,1,3,3,3,4,2,3,4,1,5,0,0,0,5,0,0,0,1,1,5,5,3,5,1,1,1,1,5,1,5,1,5,5,5,1,1,5,0,0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,0,0,0.0,0,1,12,5,5,0,0,0,1,5,5,1,2,3,1,1,5,0,5,0,5,4,5,3,3,4,3,3,3,1,3,3,1,3,5,5,5,0.0,0,5,0,0,0,0,0,0,5,2,4,4,4,4,1,1,4,4,1,1,4,2,1,1,1,2,1,1,65,1,551,3,6396,31
1315,3,2,1,4,5,2.95,3.108,1,1,1,1,1,1,3001,9,1,2,1315,2,2,2,1,1,4,3,4,4,1,1,7,1,1,7,6,7,1,1,1,4,1,5,7,7,7,1,1,7,7,7,7,6,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,3,3,3,4,2,2,2,1,1,2,3,3,3,3,3,3,3,3,1,3,3,4,1,5,4,1,7,5,1,1,1,5,1,1,4,4,2,2,3,3,2,3,3,2,2,3,4,4,4,3,3,2,3,2,2,2,5,1,1,2,1,1,3,3,3,4,2,5,5,4,2,2,4,4,2,1,5,1,5,5,0,0,0,5,0,0,0,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,100,1,15,4,1,1,1,5,0,0,0,0,4,0,1,1,5,0,0,0,5,0,1,3,3,4,3,5,5,3,1,5,1,4,5,3,5,0.0,0,1,1,40,5,1,0,15,5,5,7,7,7,7,1,3,2,3,1,1,1,1,1,1,1,1,1,1,183,1,1315,3,6413,40
1242,3,2,1,0,5,2.848,2.9260001,1,0,1,1,1,1,3017,1,2,2,1242,1,2,4,4,1,4,4,4,3,2,1,5,1,1,1,6,1,1,1,0,0,0,0,0,0,0,0,0,4,1,1,7,2,1,0,0,0,0,0,0,3,3,3,3,1,3,2,4,3,2,3,2,3,2,2,2,1,1,4,1,1,1,4,1,1,1,1,1,1,3,4,5,1,0,5,0,3,1,3,2,5,5,5,3,2,2,2,2,2,3,2,2,3,3,3,3,4,3,2,2,2,3,3,1,2,5,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,200,1,6,4,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,1,3,4,1,1,2,1,2,5,3,5,0.0,0,1,1,40,5,1,0,15,0,0,7,7,4,4,1,3,1,5,5,1,1,1,1,1,3,2,2,1,171,1,1242,3,6413,42
4540,3,2,7,8,5,3.6059999,3.786,1,1,1,1,1,1,3019,96,4,1,4540,2,2,4,2,1,3,4,4,4,2,1,4,2,4,5,7,1,1,1,1,4,1,1,1,6,1,1,1,6,6,6,7,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,3,3,1,1,1,1,3,1,1,1,1,3,1,1,3,1,3,3,1,2,5,3,5,0,3,2,1,1,5,5,5,3,2,2,2,2,3,2,4,3,2,3,4,4,4,4,2,4,2,3,2,1,2,2,1,1,0,0,0,3,1,3,1,1,5,5,4,1,1,4,1,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.0,0,1,4,5,1,5,1,5,0,0,0,0,0,1,1,1,5,0,0,0,6,0,1,3,1,2,1,2,4,1,1,3,1,3,5,2,1,4.0,2,1,1,40,5,1,0,25,4,3,7,7,5,6,1,4,3,3,1,1,2,1,2,1,2,2,1,1,709,1,4540,3,6414,173
4246,4,2,11,12,5,3.9579999,4.1859999,1,1,1,1,1,1,3011,0,0,0,4246,2,2,3,3,1,3,4,3,3,2,1,1,4,1,4,7,1,1,1,1,1,1,1,4,4,1,1,1,1,4,7,5,1,1,0,0,0,0,0,0,3,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,1,1,2,1,1,1,3,1,1,1,1,1,1,3,4,5,1,0,5,0,5,1,1,1,1,5,5,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,3,2,3,1,1,1,1,1,1,0,0,0,3,1,1,1,1,3,3,3,2,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,6,5,1,1,1,1,0,0,0,0,5,2,2,2,5,0,0,0,6,0,1,4,4,4,4,3,3,3,3,3,3,0,5,3,5,0.0,0,5,0,0,0,0,0,0,7,7,7,4,4,4,1,3,3,3,1,1,3,5,1,1,2,2,1,1,656,1,4246,4,6418,176
6163,2,2,1,0,5,5.9809999,6.6389999,1,0,1,1,5,1,3016,96,2,2,6163,1,2,4,2,2,4,4,4,4,2,2,7,1,1,7,7,1,1,1,0,0,0,0,0,0,0,0,0,7,6,7,6,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,2,1,3,3,3,1,3,1,4,3,1,3,1,1,1,3,5,4,1,0,5,0,4,1,1,1,5,5,1,3,2,8,2,3,3,2,3,2,2,8,3,3,3,3,3,3,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1200,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30,1,2,3,1,5,5,1,0,0,0,0,1,2,1,1,1,5,0,0,2,0,1,4,4,4,4,3,3,1,1,3,1,2,5,3,5,0.0,0,1,1,45,5,1,0,40,0,0,6,6,5,6,1,1,2,3,1,1,2,4,1,1,2,2,2,1,964,1,6163,2,6434,30
